city_clean,city_listing_count
unser unit 21 rio rancho,3
unser unit 25 rio rancho,4
upatoi,15
update,201
upham,1
upland,506
upper arlington,34
upper black eddy,23
upper brookville,27
upper captiva,43
upper chichester,27
upper darby,214
upper deerfield township,1
upper dublin,1
upper enchanted township,4
upper falls,3
upper freehold,5
upper gwynedd,4
upper holland,1
upper jay,9
upper lake,46
upper macungie township,9
upper marlboro,675
upper milford township,7
upper mt bethel,2
upper mt bethel township,30
upper nazareth township,5
upper saddle river,32
upper saint regis,1
upper sandusky,46
upper saucon township,19
upper thomas rd,1
upper township,1
upper tract,7
upperco,13
upperstrasburg,7
upperville,19
upsala,2
upson,7
upson v wi,1
upstream dr,1
upton,70
urbana,706
urbancrest,1
urbandale,440
urbanna,34
uriah,4
urich,5
ursa,5
ursina,1
ursine,7
us highway 12 east,1
us highway 275 hwy,1
us highway 464,3
useppa island,11
usk,22
ute,2
ute park,11
utica,640
utopia,4
utuado,24
uvalda,12
uvalde,141
uxbridge,106
vac cor avenue p8 cotton ave,1
vacant land,1
vacant lot,3
vacation court sturgis,1
vacation ct sturgis,1
vacaville,679
vacherie,43
vader,31
vadito,3
vadnais heights,89
vado,4
vagabond trl,1
vaiden,7
vail,834
val verde,39
valatie,25
valders,10
valdese,156
valdez,19
valdosta,648
vale,89
valencia,612
valentine,27
valentines,11
valera,7
valhalla,12
valier,20
valinda,5
valle,9
valle de oro,3
valle escondido,3
vallecito,3
vallecito lake bayfield,8
vallecitos,1
vallejo,732
valles mines,9
valley,170
valley bend,2
valley center,302
valley city,94
valley cottage,17
valley falls,17
valley ford,1
valley forge,1
valley glen,56
valley grande,37
valley grove,15
valley head,18
valley home,1
valley lee,9
valley mills,23
valley park,66
valley spring,9
valley springs,294
valley stream,209
valley township,2
valley view,80
valley village,128
valleyford,26
valleyview,6
valliant,30
vallonia,9
valmeyer,26
valmy,13
valparaiso,277
valri,1
valrico,446
valyermo,6
van,46
van alstyne,170
van buren,198
van buren township,47
van dyne,8
van etten,7
van horn,15
van horne,1
van lear,16
van meter,25
van nuys,329
van orin,1
van vleck,23
van wert,67
vance,49
vance creek township,2
vanceboro,70
vanceburg,34
vancleave,95
vancleve,4
vancouver,2743
vandale pl unit anderson,2
vandalia,156
vandemere,11
vandenberg village,1
vanderbilt,32
vandergrift,45
vanderpool,2
vandervoort,4
vanderwagen,4
vandiver,3
vandling,6
vanleer,5
vanlue,1
vanoss,1
vansant,8
vantage,35
vanzant,1
vardaman,4
varna,59
varnamtown,6
varnell,2
varney,1
varnville,19
varysburg,9
vashon,69
vass,115
vassalboro,9
vassar,38
vaughn,31
veazie,5
veblen,1
veedersburg,13
vega,3
vega alta,44
vega baja,41
veguita,27
veinna,1
velarde,7
velda village hills,1
velma,3
velpen,2
velva,15
venango,8
vendor,1
veneta,57
venetia,77
venice,1296
venice center,1
venice township,3
ventero,1
ventnor,104
ventnor city,5
ventnor heights,15
ventress,32
ventucopa,1
ventura,430
venus,109
vera,1
veradale,45
verbank,11
verbena,37
verden,3
verdi,25
verdigre,4
verdigris,2
verdunville,4
vergas,18
vergennes,7
vergus ave prior lake,1
veribest,3
vermilion,134
vermillion,66
vermont,1
vermontville,20
vernal,150
vernalis,4
verndale,4
vernon,638
vernon center,10
vernon hill,7
vernon hills,194
vernon township,2
vernonia,38
vero beach,1347
verona,681
verona beach,5
verona island,4
verplanck,2
versailles,283
vershire,2
vertrees,3
vesper,11
vest,1
vesta,4
vestaburg,8
vestal,99
vestavia hills,379
vesuvius,7
veterans blvd denham springs,1
vevay,37
veyo,8
via rancho del lago,1
viajero rd moriarty,1
vian,93
viborg,7
viburnum,6
vicco,5
vichy,7
vici,6
vickery,5
vicksburg,261
victor,333
victor township,1
victor valley,1
victoria,723
victorville,1403
victory,10
victory gardens,7
vida,22
vidal,6
vidalia,109
vidette,2
vidor,143
vienna,812
vienna township,17
vieques,96
viera,1
view park,35
vilas,87
villa grande,1
villa grove,36
villa hills,94
villa park,204
villa rica,338
villa ridge,69
village,1
village mills,53
village of,3
village of clarkston,2
village of golf,2
village of grosse pointe shores,6
village of islands,8
village of lake isabella,3
village of loch lloyd,2
village of windsor,5
villages,6
villalba,5
villano beach,1
villanova,41
villanow,1
villanueva,6
villard,2
villas,114
ville platte,56
villenova,1
villisca,4
vilonia,45
vina,5
vinalhaven,19
vincennes,26
vincent,93
vincentown,7
vine grove,104
vinegar bend,4
vineland,390
vinemont,30
vineyard,33
vineyard haven,42
vinings,1
vinita,62
vintage square estates fort pierre,1
vinton,276
vintondale,4
viola,34
violet,93
violet hill,3
viper,3
virden,15
virgie,17
virgil,3
virgilia,3
virgilina,5
virgin,15
virginia,65
virginia beach,517
virginia city,64
virginia gardens,15
virginriver,1
virginville,2
viroqua,41
visalia,504
vista,717
vista del mundo las tablas,1
vista grande estates laramie,20
vista linda,1
vivian,13
vl chick rd darien center,1
vl corner tinkham,1
voca,3
volant,7
volcano,217
volcanoville,1
volente,5
volga,39
volin,7
volney,1
volo,83
voluntown,18
von ormy,70
vona,1
vonore,180
voorhees,158
voorhees township,3
voorheesville,46
voss,2
vossburg,1
votaw,1
vowinckel,3
voyageurs tr biwabik,1
voyageurs trl biwabik,1
vulcan,5
w1225 overlook dr,1
w12363 cth,1
w12561 cth west,1
w16362 blue heron ln,1
w4986 highway 86,1
w6941 cth,1
w8670 silver birch rd,1
waasa,3
wabash,38
wabasha,33
wabasso,14
wabbaseka,4
wabeno,16
waccabuc,3
wachapreague,6
waco,603
waconia,136
wacouta,1
waddell,111
waddington,16
waddy,18
wade,12
wadena,21
wadesboro,77
wadesville,1
wading river,59
wadley,20
wadmalaw island,14
wadsworth,277
waelder,30
wagener,46
waggaman,29
waggoner,2
wagner,4
wagon mound,6
wagon trl,1
wagoner,153
wagram,70
waha,1
wahiawa,47
wahkiacus,1
wahkon,10
wahoo,33
wahpeton,22
waialua,31
waianae,247
waikoloa,63
waikoloa resort,1
waikoloa village,2
wailea,1
wailuku,135
waimanalo,17
waimea,6
wainiha,2
wainscott,24
wainwright,2
waipahu,106
waite,1
waite hill,1
waite park,53
waiteville,8
waitsburg,16
waitsfield,5
wakarusa,11
wake,10
wake forest,197
wake village,16
wakeeney,22
wakefield,226
wakeman,38
wakita,2
wakonda,1
wakulla county,3
wakulla springs,4
walbridge,15
walcott,19
waldeck,2
walden,58
walden ln,1
waldo,47
waldoboro,27
waldorf,742
waldport,72
waldron,54
waldron island,3
waldwick,25
wales,43
wales center,1
wales township,13
waleska,128
walford,2
walhalla,100
walhonding,3
walker,182
walker lake,25
walker valley,2
walkersville,96
walkerton,42
walkertown,80
walkerville,8
wall,63
wall lake,5
wall township,4
walla walla,242
wallace,207
wallaceton,1
wallagrass,7
walland,64
wallback,1
walled lake,5
waller,216
walling,22
wallingford,190
wallington,22
wallins,2
wallins creek,3
wallis,37
wallisville,12
wallkill,75
walloon lake,1
wallops island,5
wallowa,19
wallowa lake,14
walls,32
wallsburg,7
wallula,5
walnut,173
walnut bottom,5
walnut cove,75
walnut creek,953
walnut grove,46
walnut hill,17
walnut park,3
walnut ridge,23
walnut shade,26
walnut springs,15
walnutport,23
walpole,131
walsenburg,226
walsh,2
walshville,2
walstonburg,7
walterboro,134
walters,6
walthall,1
waltham,264
walthourville,14
walton,252
walton hills,15
waltonville,5
walworth,68
wamego,55
wamic,9
wampsville,2
wampum,21
wamsutter,2
wana,1
wanamingo,20
wanaque,64
wanatah,5
wanblee,1
wanchese,11
wanda,1
wando,12
wanette,16
wann,8
wannaska,4
wanship,24
wantage,3
wantage township,66
wantagh,139
wapakoneta,73
wapanucka,3
wapato,11
wapella,2
wapello,17
wapiti,5
wapiti ct garden valley,4
wappapello,46
wappingers falls,259
wapwallopen,12
warba,1
ward,59
warda,3
warden,40
wardensville,28
wardner,7
wardsboro,7
wardsville,1
ware,95
ware shoals,36
wareham,243
waresboro,1
waretown,60
warfield,15
warfordsburg,22
warm,1
warm springs,23
warminster,169
warne,115
warner,22
warner dr cascade,1
warner robins,551
warner springs,47
warners,12
warnerville,1
warr acres,68
warren,1113
warren center,3
warren gore,1
warren twp,113
warrendale,9
warrens,19
warrensburg,270
warrensville,29
warrensville heights,79
warrenton,570
warrenville,229
warrington,135
warrior,146
warrior run,3
warriors mark,14
warroad,26
warsaw,455
warson woods,3
wartburg,39
warthen,8
wartrace,18
warwick,731
wasco,54
wascott,6
waseca,56
washburn,93
washington,8220
washington boro,7
washington court house,54
washington crossing,28
washington grove,6
washington island,33
washington park,1
washington terrace,6
washington township,430
washington twp.,8
washingtonville,35
washoe valley,63
washougal,215
washta,1
washtucna,1
wasilla,184
waskish,9
waskom,24
wasola,5
wassaic,15
wasta,2
wataga,7
watauga,160
watchung,55
water island,1
water mill,105
water rights,1
water valley,40
water view,9
waterboro,27
waterbury,416
waterfall,2
waterflow,7
waterford,471
waterford township,116
waterford village,3
waterford works,31
waterfront,1
waterloo,410
waterman,15
watermill,13
waterport,4
waterproof,1
watersmeet,81
watersound,99
watertown,1069
watertown township,1
waterville,204
waterville valley,13
watervliet,186
watford city,266
watha,4
wathena,6
watkins,18
watkins glen,25
watkinsville,140
watonga,40
watrous,1
watseka,79
watson,9
watsontown,16
watsonville,217
watts,43
wattsburg,12
wattsville,2
waubay,6
waubeck township,1
waubun,12
waucanza saint dietrich,1
waucedah township,2
wauchula,72
waucoma,3
wauconda,127
waukee,387
waukegan,234
waukena,1
waukesha,510
waukomis,19
waukon,23
waumandee,1
waunakee,290
wauneta,2
waupaca,174
waupun,60
waurika,15
wausa,2
wausau,376
wausaukee,67
wausaukee t wi,2
wauseon,32
wautoma,75
wauwatosa,365
wauzeka,11
waveland,173
waverly,643
waverly hall,31
waverly township,7
waves,11
wawaka,4
wawarsing,10
waxahachie,544
waxhaw,263
waycross,175
wayland,151
waymart,28
wayne,594
wayne city,3
wayne county,6
wayne township,59
waynesboro,786
waynesburg,80
waynesfield,5
waynesville,953
waynetown,5
waynoka,19
wayside,3
wayzata,40
wcounty road 85 briggsdale,1
weare,13
wears valley,2
weatherby,2
weatherby lake,8
weatherford,939
weatherly,29
weathersfield,14
weaubleau,5
weaver,51
weaverville,296
webb,4
webb city,69
webb lake,2
webber township,1
webbers falls,9
webberville,9
webberville vlg,1
webbville,5
weber city,3
webster,799
webster city,40
webster groves,51
webster springs,8
weddington,155
wedgefield,19
wedowee,382
weed,232
weedsport,28
weedville,9
weehawken,79
weeki wachee,655
weeksbury,1
weekstown,1
weems,46
weeping water,2
weidman,43
weikert,6
weimar,67
weiner,5
weinert,4
weippe,11
weir,5
weirgor township,1
weirsdale,74
weirton,215
weisenberg township,2
weiser,100
weissport,3
welaka,33
welch,21
welches,21
welcome,16
weld,3
welda,9
weldon,50
weldon spring,22
weldona,5
weleetka,18
welfare,1
wellborn,32
wellesley,156
wellesley island,15
wellfleet,59
wellford,70
welling,9
wellington,843
wellman,16
wells,184
wells ny,1
wells river,1
wellsboro,63
wellsburg,62
wellston,118
wellsville,176
wellton,98
welsh,43
wenatchee,231
wendel,3
wendell,142
wenden,7
wendover,7
wendte,2
wenham,26
wenona,9
wenonah,42
wentworth,30
wentzville,564
weogufka,2
weott,1
wernersville,59
wesco,2
wescosville,1
weskan,1
weslaco,250
wesley,14
wesley chapel,1177
wesleyville,2
wessington springs,5
wesson,34
west,45
west 10th ave,1
west 12th ave,1
west 14th ave,1
west 16th ave,1
west 4230 rd,1
west 8th ave,1
west 9th ave,1
west abington township,2
west alexander,8
west alexandria,10
west allenhurst,8
west allis,421
west alton,1
west amwell,13
west atlantic city,1
west augusta,12
west babylon,120
west baden,3
west baden springs,5
west baraboo,1
west barnstable,40
west bath,3
west belmar,4
west bend,304
west berlin,29
west blocton,16
west bloomfield,8
west bloomfield township,125
west bountiful,9
west boylston,33
west branch,224
west brandywine,1
west bridgewater,42
west brookfield,44
west brooklyn,5
west burlington,35
west caldwell,40
west camp,1
west cape may,17
west carrollton,37
west chatham,1
west chazy,21
west chester,766
west chicago,199
west city,1
west cocoa,4
west collingswood,3
west collingswood heights,1
west columbia,186
west concord,11
west conshohocken,3
west county road 1550 north,1
west covina,304
west coxsackie,3
west creek,33
west decatur,14
west dennis,27
west deptford,45
west des moines,564
west dundee,70
west easton,1
west edmeston,6
west elizabeth,3
west elizabeth ulmens addition pierre,2
west ellicott,1
west end,201
west fairlee,3
west falls,13
west falmouth,21
west fargo,158
west farmington,11
west finley,2
west fork,73
west frankfort,61
west friendship,12
west fulton,1
west gardiner,15
west glacier,7
west green,3
west greenwich,52
west grove,78
west hamlin,8
west harrison,45
west hartford,179
west harwich,18
west haven,228
west haverstraw,2
west hazleton,33
west helena,22
west hempstead,82
west henrietta,35
west hickory,3
west highway 180 gulf shores,1
west highway 329,1
west hills,342
west hollywood,414
west hurley,21
west islip,86
west jefferson,316
west jordan,223
west kill,8
west lafayette,78
west lago loop,1
west lake hills,6
west lakeland,7
west lawn,10
west lebanon,3
west leipsic,1
west leisenring,1
west leyden,10
west liberty,89
west linn,303
west long branch,36
west los angeles,8
west manchester,5
west mansfield,8
west mclean,1
west melbourne,116
west memphis,27
west miami,23
west middlesex,22
west middletown,1
west mifflin,96
west milford,241
west milton,37
west milwaukee,23
west mineral,3
west monroe,290
west nanticoke,3
west new york,102
west newbury,23
west newton,29
west nyack,5
west okoboji,3
west olive,35
west orange,281
west paducah,15
west palm beach,1765
west panama city beach,1
west paris,2
west park,59
west peoria,20
west pittsburg,7
west pittston,33
west plains,239
west point,328
west portsmouth,7
west reading,6
west richland,147
west river,16
west rockhill township,3
west rutland,9
west sacramento,373
west saint paul,144
west salem,76
west sand lake,3
west sayville,6
west seneca,283
west shokan,10
west siloam springs,4
west springfield,157
west stockbridge,27
west sunbury,5
west tawakoni,23
west terre haute,9
west tisbury,30
west toluca lake,2
west union,124
west unity,8
west university place,104
west valley,14
west valley city,194
west van lear,5
west wareham,3
west warwick,272
west wendover,13
west wildwood,9
west windsor,27
west windsor township,2
west winfield,25
west wyoming,13
west yarmouth,128
west yellowstone,15
west york,2
westampton,53
westboro,7
westborough,92
westbrook,46
westbrookville,3
westbury,136
westby,49
westchester,125
westchester county,1
westcliffe,163
westdale,2
westerlo,43
westerly,258
western,1
western grove,24
western springs,84
westernport,20
westernville,8
westerville,183
westfall,1
westfield,849
westfield center,16
westfir,8
westford,115
westgate,4
westhampton,55
westhampton bch,7
westhampton beach,60
westhampton dunes,1
westhaven,3
westhoff,8
westhope,3
westlake,412
westlake village,249
westland,74
westley,2
westmanland,1
westminster,1200
westmont,175
westmore,5
westmoreland,128
westmoreland city,6
westmorland,7
weston,638
weston lakes,11
weston west,1
westover,141
westover hills,2
westphalia,6
westpoint,12
westport,430
westport island,2
wests rd,1
westside,2
westtown,19
westview,13
westville,163
westwego,39
westwood,114
westwood century city,13
westwood hills,3
westworth village,40
wethersfield,81
wetmore,8
wetumka,19
wetumpka,197
wever,9
wewahitchka,220
wewoka,37
wexford,148
weyanoke,1
weyauwega,32
weybridge,2
weyerhaeuser,6
weyers cave,36
weymouth,323
whaleyville,7
wharton,166
what cheer,2
whately,9
whatley,2
wheat ridge,83
wheatfield,51
wheatland,171
wheatley,1
wheatley heights,34
wheaton,528
wheeler,33
wheelersburg,59
wheeling,445
wheelock,4
wheelwright,2
whetstone,2
whigham,3
whipple,8
whispering pines,38
whistler,2
whitakers,14
white,66
white bear lake,170
white bear township,28
white bird,25
white bluff,23
white castle,3
white city,87
white cloud,35
white creek,15
white deer,11
white hall,87
white haven,85
white heath,6
white hills,69
white house,23
white lake,152
white lake township,8
white marsh,21
white mountain lake,12
white oak,63
white oak township,4
white oaks flat road,1
white owl dr lot ashville,1
white pass,6
white pigeon,16
white pine,64
white pine cir billings,1
white pine circle billings,6
white plains,371
white post,15
white river,10
white river township,1
white rock,17
white salmon,50
white settlement,127
white springs,22
white stone,81
white sulphur springs,143
white swan,1
white township,25
whiteface,1
whitefield,19
whitefish,394
whitefish bay,83
whitefish township,1
whiteford,13
whitehall,241
whitehall mt highway 55,1
whitehall village,5
whitehouse,157
whitehouse station,1
whiteland,78
whitelaw,13
whiteoak township,2
whites creek,13
whitesboro,257
whitesburg,85
whiteside,1
whitestone,141
whitestown,182
whitesville,18
whitetail,1
whitethorn,16
whitetop,22
whiteville,145
whitewater,192
whitewater township,7
whitewood,33
whitewright,48
whitharral,1
whiting,187
whitingham,17
whitley city,21
whitleyville,21
whitman,55
whitmer,1
whitmire,5
whitmore,10
whitmore lake,13
whitney,462
whitney point,16
whitneyville,1
whitsett,103
whittaker,1
whittemore,15
whittier,781
whittington,4
whitwell,53
why,1
wi,1
wibaux,4
wichita,1195
wichita county,2
wichita falls,223
wickenburg,201
wickersham,2
wickes,4
wickett,4
wickhaven,1
wickliffe,170
wicksburg,1
wicomico,5
wicomico church,16
wiconisco,3
widener,1
wiergate,5
wiggins,128
wikieup,32
wilber,5
wilbraham,107
wilbur,29
wilbur by the sea,2
wilburn,2
wilburton,33
wilcoe,1
wilcox,4
wilcox county,2
wilcox pa,1
wild rose,25
wild turkey dr unit west plains,1
wild turkey rd unit west plains,8
wild turkey unit west plains,2
wildberger rd sturgis,25
wildberger road sturgis,24
wildcat rd,1
wilder,151
wildersville,7
wilderville,11
wildomar,274
wildorado,6
wildrose,3
wildwood,700
wildwood crest,132
wildwood way,1
wiley,12
wiley ford,2
wileyville,1
wilhoit,3
wilkes barre,261
